"MouseID","AKT_N","AMPKA_N","APP_N","BDNF_N","BRAF_N","Bcatenin_N","CAMKII_N","CREB_N","DSCR1_N","DYRK1A_N","ELK_N","ERK_N","GSK3B_N","ITSN1_N","JNK_N","MEK_N","MTOR_N","NR1_N","NR2A_N","NR2B_N","P38_N","PKCA_N","RSK_N","SOD1_N","TRKA_N","pAKT_N","pBRAF_N","pCAMKII_N","pCREB_N","pELK_N","pERK_N","pJNK_N","pMEK_N","pMTOR_N","pNR1_N","pNR2A_N","pNR2B_N","pNUMB_N","pPKCAB_N","pRSK_N","ADARB1_N","ARC_N","AcetylH3K9_N","BAD_N","BAX_N","BCL2_N","Behavior","CDK5_N","CaNA_N","EGR1_N","ERBB4_N","GFAP_N","Genotype","GluR3_N","GluR4_N","H3AcK18_N","H3MeK4_N","IL1B_N","NUMB_N","P3525_N","P70S6_N","PSD95_N","RAPTOR_N","RRP1_N","S6_N","SHH_N","SNCA_N","SYP_N","TIAM1_N","Tau_N","Treatment","Ubiquitin_N","class","nNOS_N","pCASP9_N","pCFOS_N","pGSK3B_N","pGSK3B_Tyr216_N","pP70S6_N","pPKCG_N","pS6_N"
"50810B_13","0.601829562","0.31271064","0.381559942","0.245064998","0.354116514","1.44848339","0.315117959","0.145642754","0.649975927","0.454020221","0.856283101","1.895281656","1.017573423","0.633124699","0.199085219","0.176456428","0.439817044","1.843283582","2.783100626","0.508184882","0.369282619","0.239046702","0.127106403","0.290081849","0.465816081","0.202696196","0.145402022","1.432354357","0.158401541","1.433076553","0.635050554","0.224602792","0.193548387","0.698122292","0.732546943","0.479778527","1.217862301","0.384930188","1.059220029","0.328839673","1.255607167","0.105640345","0.061048441","0.135235567","0.135235567","0.119309887","C/S","0.252023889","1.267418713","0.169608494","0.143596549","0.112408759","Ts65Dn","0.197213006","0.111214333","0.110948905","0.160982084","0.509489051","0.17810219","0.274452555","0.905242203","1.929130723","0.308618199","0.149568679","0.56284008","0.195089582","0.144658261","0.365096218","0.422965816","0.189781022","Saline","1.060252157","t-CS-s","0.135500995","1.376509622","0.133775713","0.146250829","0.78407432","0.191141069","0.680026543","0.105640345"
"50810B_6","0.709830339","0.34256487","0.440743513","0.292914172","0.41991018","2.097055888","0.331462076","0.129615768","0.595558882","0.576347305","1.340194611","3.03006487","1.282185629","0.800773453","0.203842315","0.220309381","0.409056886","2.264595808","4.184381238","0.510479042","0.302145709","0.26497006","0.114271457","0.287300399","0.659181637","0.178143713","0.141217565","2.004366267","0.173153693","1.703218563","0.796656687","0.256861277","0.219560878","0.677769461","0.888847305","0.65755988","1.653443114","0.405813373","1.370384232","0.328842315","1.933974611","0.11241984","0.076102604","0.112027222","0.172817694","0.108101034","C/S","0.296950661","1.416633948","0.159664965","0.159992148","0.121253763","Ts65Dn","0.245713912","0.140361209","0.100117786","0.145138071","0.514461458","0.226802775","0.275487502","1.200104698","2.229223924","0.280439122","0.159141474","0.581206648","0.203441958","0.156131396","0.389870436","0.420284431","0.254089779","Saline","1.115691663","t-CS-s","0.148606203","1.783732496","0.114971862","0.159795838","0.869585133","0.139845309","0.786480827","0.11241984"
"3480_8","0.437767161","0.345989439","0.364722152","0.299346241","0.23183304","2.031179281","0.29456877","0.141941162","0.505280362","0.29067136","0.776087503","2.5","1.191853156","0.472592406","0.190595927","0.203671109","0.430726678","2.247674126","3.910736736","0.499245663","0.350515464","0.32612522","0.130751823","0.27206437","0.622579834","0.14835303","0.120819713","3.25257732","0.159039477","0.917902942","0.4204174","0.224666834","0.172868997","0.655016344","0.791928589","0.738119185","1.467186321","0.330274076","2.081468444","0.359567513","1.652298622","0.10286033","0.125408334","0.129790455","0.188988925","0.111146522","C/S","0.272647598","1.838180225","0.145247391","0.148593738","0.115528643","Control","0.23822803","0.116803442","0.106445702","0.136323799","0.499721138","0.179029559","0.292566329","0.785276074","2.093697713","0.27508172","0.147000239","0.314795634","0.208190582","0.141901044","0.410246196","0.368619562","0.143335192","Saline","1.019440682","c-CS-s","0.153135208","1.515656123","0.121743287","0.146601864","0.853477811","0.368745285","1.854991634","0.10286033"
"3483_6","0.604534884","0.294651163","0.443139535","0.294651163","0.37244186","2.015465116","0.328372093","0.157790698","0.256511628","0.447674419","1.360116279","2.304186047","1.20627907","0.709883721","0.216627907","0.228372093","0.257906977","2.076860465","3.398023256","0.221046512","0.268953488","0.299418605","0.13872093","0.296744186","0.700930233","0.181162791","0.146744186","2.655","0.209418605","1.324534884","0.503837209","0.248023256","0.21755814","0.214069767","0.729883721","0.513139535","1.351511628","0.323139535","1.918953488","0.44244186","1.22805916","0.110646016","0.485140226","0.146644342","0.189479559","0.11552951","C/S","0.318194503","1.45528115","0.151667364","0.145597879","0.126273197","Ts65Dn","0.234756523","0.131714804","0.225687177","0.191014371","0.503627738","0.214664434","0.323147761","1.024347705","2.054206781","0.240232558","0.163108693","0.69547928","0.226175527","0.140923678","0.367936375","0.387209302","0.273336124","Saline","1.146644342","t-CS-s","0.176084833","1.389563276","0.119227013","0.1685503","0.875122087","0.435813953","2.846100181","0.110646016"
"3426_7","0.693087845","0.373849274","0.451552504","0.344047433","0.364799501","2.283819629","0.370260571","0.204400062","0.631923857","0.420346388","1.209705102","2.558901545","1.242783586","0.666250585","0.263223592","0.308472461","0.457637697","2.308472461","3.622405992","0.567951318","0.395537525","0.337338118","0.188640974","0.662037759","0.744889998","0.246060228","0.195350289","3.469496021","0.233577781","1.408800125","0.498829771","0.36729599","0.304883757","0.745046029","0.849274458","0.707910751","1.360586675","0.365111562","1.626150726","0.526915275","1.179424217","0.115918713","0.242337003","0.151735817","0.188907705","0.113463167","S/C","0.342337003","1.481033023","0.153598645","0.149534293","0.119475021","Ts65Dn","0.196782388","0.127773074","0.144792549","0.168416596","0.470364098","0.201947502","0.301947502","1.044961897","2.119813717","0.347168045","0.166469094","0.566045724","0.197713802","0.139712108","0.427519052","0.456389452","0.296359018","Saline","1.087044877","t-SC-s","0.185012701","1.508636749","0.115918713","0.177476715","0.942675699","0.525511","2.648433531","0.115918713"
"321_15","0.739765319","0.373663625","0.352542373","0.331942634","0.386440678","1.960886571","0.450847458","0.201564537","0.658670143","0.385658409","1.126466754","2.796870926","1.24589309","0.583311604","0.285528031","0.324902216","0.483181226","2.429726206","4.066492829","0.650586701","0.395045632","0.322033898","0.197131682","0.349413299","0.808865711","0.25684485","0.212255541","2.612516297","0.200521512","1.334550196","0.583833116","0.347327249","0.302477184","0.766883963","0.871447197","0.646153846","1.667275098","0.433376793","1.342633638","0.419035202","1.359557763","0.129626662","0.087646211","0.1772584396666666","0.157827271","0.177856113","C/S","0.331998077","1.613042782","0.279282166","0.180740266","0.131869893","Control","0.194520109","0.093574748","0.181381189","0.227924649","0.60390963","0.190674571","0.366768146","0.821182503","2.292741548","0.349674055","0.18170165","0.509053036","0.24515302","0.191956417","0.521871495","0.398696219","0.190514341","Memantine","1.402820061","c-CS-m","0.182663035","1.597019708","0.1261271673333333","0.169524115","0.922768787","0.190612777","0.88831918","0.129626662"
"3418_15","0.617619198","0.491000947","0.40858857","0.303125987","0.255762551","1.600568361","0.373223871","0.18124408","0.752762867","0.252289233","0.890748342","1.395642564","0.795389959","0.402904957","0.212503947","0.23492264","0.584149037","1.918850647","2.520682033","0.694347963","0.644142722","0.297126618","0.167666561","0.792232397","0.491316704","0.222923903","0.207136091","1.911588254","0.195137354","1.339122198","0.280075781","0.292074518","0.282286075","0.905588885","0.768866435","0.646984528","1.264603726","0.418692769","0.884748974","0.387432902","0.916940949","0.121974831","0.832526621","0.1986884836666667","0.171732817","0.1781703993333333","S/C","0.22071636","0.735140368","0.2841763293333333","0.170571152","0.14249758","Ts65Dn","0.19535334","0.127976767","0.210664262","0.340367861","0.53339787","0.135333979","0.288286544","0.654211036","1.824007744","0.526681402","0.215488867","0.222265247","0.22071636","0.215488867","0.387028074","0.568361225","0.330493708","Memantine","1.152952565","t-SC-m","0.181026137","1.513068732","0.172894482","0.14714424","0.700871249","0.588253868","1.197095837","0.121974831"
"293_15","0.66402182","0.324572279","0.352095214","0.29407389","0.298785024","1.799156955","0.412596082","0.207785767","0.624101165","0.209521448","0.970741384","2.005702951","0.918670965","0.461939003","0.230349616","0.267046863","0.416067444","2.100917431","2.607736177","0.564344161","0.356806348","0.275725267","0.209769402","1.029258616","0.633523432","0.287379122","0.206298041","3.364740888","0.244483015","1.191916687","0.230349616","0.343168857","0.303248202","0.770642202","0.782791966","0.73543268","1.429209026","0.304735929","1.015125217","0.498636251","1.105144574","0.137814495","0.917949681","0.168419076","0.169733383","0.137814495","S/C","0.247277507","1.282951558","0.200525723","0.193766429","0.131430717","Ts65Dn","0.180247841","0.103079234","0.435598949","0.333270747","0.684566279","0.184941795","0.313368382","0.891288021","2.458880961","0.322340689","0.211415697","0.538302666","0.206909501","0.174990612","0.499061209","0.378874287","0.513706346","Memantine","1.443860308","t-SC-m","0.185692828","1.793841532","0.118287646","0.178182501","0.856177244","0.392759732","1.62598573","0.137814495"
"50810E_2","0.750288915","0.371944173","0.54627078","0.383856343","0.406880612","2.638278958","0.332562894","0.161614366","0.568406081","0.611698818","1.840785848","3.650902302","1.498977687","0.926926838","0.249177705","0.319583963","0.421637479","2.578540315","4.336474353","0.680682727","0.30278247","0.331496133","0.153613655","0.351853498","0.864521291","0.203395857","0.16454796","2.870832963","0.233531869","1.641212552","0.689039026","0.307049516","0.267223753","0.751977954","0.884256378","0.732242866","1.708774113","0.359676416","1.972975376","0.393012712","1.906335321","0.113556583","0.351646515","0.137348861","0.21050872","0.109099014","C/S","0.361007411","1.822198696","0.148214186","0.174068089","0.122025965","Ts65Dn","0.227113167","0.132724132","0.182035995","0.17830278","0.507104251","0.249289575","0.316821753","1.15490054","2.404245835","0.26260112","0.154343344","0.680057948","0.225664456","0.13885329","0.554800245","0.436661037","0.26907004","Saline","1.189390985","t-CS-s","0.154343344","1.584331643","0.117345517","0.188945228","0.961664902","0.206596142","2.264222433","0.113556583"
"3490_12","0.844313395","0.304465038","0.319966302","0.285593934","0.265037911","2.139005897","0.361920809","0.174220725","0.509182814","0.249705139","1.188037068","2.451390059","1.030497051","0.441786015","0.241280539","0.266554339","0.390227464","2.296545914","3.763100253","0.535130581","0.360572873","0.269755687","0.164616681","0.691828138","0.663521483","0.229149115","0.184161752","2.99663016","0.195956192","1.216175232","0.327548441","0.286267902","0.264700927","0.694692502","0.81010952","0.651221567","1.536983993","0.260994103","1.198989048","0.428980623","0.865654081","0.127928121","0.102256926","0.159482298","0.187827575","0.141298535","S/C","0.288587015","1.429992513","0.182907263","0.162905124","0.120975505","Control","0.210182907","0.11306022","0.160444967","0.222162798","0.615359932","0.173173601","0.272221628","0.974221842","2.360573323","0.262005055","0.155417692","0.324740614","0.261418334","0.154561985","0.465183442","0.337657961","0.173494491","Saline","1.279602096","c-SC-s","0.196598567","1.601668628","0.173708418","0.153920205","0.900951973","0.253917439","1.168253289","0.127928121"
"3413_1","0.753776978","0.378147482","0.312230216","0.265467626","0.166456835","2.569694245","0.289568345","0.136780576","0.506294964","0.23192446","1.473830935","2.48057554","1.005755396","0.410251799","0.200359712","0.242535971","0.406384892","2.386870504","4.552428058","0.485161871","0.424280576","0.280845324","0.115017986","0.798381295","0.636061151","0.216546763","0.158992806","5.497302158","0.202068345","1.0","0.328327338","0.342535971","0.267446043","0.952158273","0.948381295","1.220773381","1.837230216","0.308723022","1.248651079","0.467086331","1.170749121","0.139883568","0.129173989","0.125109842","0.185413005","0.115773286","S/C","0.268947715","0.901526801","0.16344464","0.15141696","0.113356766","Control","0.26982645","0.145924868","0.125659051","0.146803603","0.610720562","0.196561951","0.330184534","1.222155097","2.369398067","0.288758993","0.158007469","0.364674868","0.233139279","0.196232425","0.451394991","0.378327338","0.165806239","Memantine","1.482864675","c-SC-m","0.224956063","1.979953866","0.147407733","0.141915641","0.843475395","0.294154676","1.59797891","0.139883568"
"3503_9","0.56440645","0.404896056","0.340198174","0.315329318","0.244802798","1.804740626","0.338838158","0.164950457","0.632018652","0.248882844","0.946182242","1.651641733","0.908490383","0.39421022","0.197979405","0.229454051","0.474451137","2.051486303","3.634350107","0.586360987","0.527686031","0.279191762","0.131921508","0.429764912","0.526714591","0.215271032","0.166116184","4.445696522","0.179327764","1.228871187","0.354769769","0.301729163","0.24460851","0.819700797","0.782203225","0.854672625","1.449970857","0.373809986","1.204779483","0.3574898","1.188229631","0.11987002","0.180647491","0.197617042","0.19159947","0.163918642","S/C","0.250090264","0.801179444","0.2088632243333333","0.136237814","0.114454206","Control","0.252136238","0.119990372","0.20255145","0.224575761","0.466361776","0.1560958","0.255024672","0.812733181","2.151763148","0.391101613","0.192682633","0.242628475","0.205680587","0.173426405","0.461186665","0.444336507","0.182332411","Memantine","1.27259598","c-SC-m","0.173787459","1.466000722","0.162474425","0.141412926","0.73582862","0.477559744","1.495246119","0.11987002"
"3497_1","1.182174736","0.700838518","0.543413579","0.497159859","0.661617528","3.680551799","0.510954828","0.207195023","0.894779551","0.778333784","2.802948336","5.198404111","1.847308629","1.079118204","0.310927779","0.338652962","0.546659454","3.757641331","8.482553422","0.82648093","0.399107384","0.401677035","0.182309981","0.403299973","1.001622938","0.234514471","0.205572085","2.877332973","0.263727346","2.805923722","1.240059508","0.396267244","0.311874493","1.078036246","1.408168786","1.053421693","2.723965377","0.631052204","2.167838788","0.436840682","1.581295538","0.114083242","0.101557042","0.130452141","0.189390159","0.149565825","C/S","0.301577004","1.363659048","0.152061084","0.134095219","0.132148917","Control","0.266094421","0.153508334","0.107645474","0.157750274","0.373689989","0.269288352","0.249925142","1.143826729","1.854027348","0.467811739","0.188092624","0.356971754","0.193232858","0.133346641","0.484529394","0.697186908","0.204261902","Saline","0.832118974","c-CS-s","0.170476095","1.680107795","0.137588582","0.158698473","0.684948598","0.246821747","0.636889909","0.114083242"
"3412_4","0.6856313","0.34512216","0.347514095","0.293353836","0.238168461","2.303946694","0.360157184","0.177003246","0.577994191","0.267213395","1.154279856","2.123697249","1.001708526","0.42405604","0.236459935","0.261575261","0.462327012","2.309755681","3.925679139","0.574747992","0.489150863","0.304800957","0.168973176","0.73979156","0.693490518","0.256278831","0.188450367","6.288911669","0.208440116","1.220399795","0.38595592","0.385614215","0.295916624","0.896634205","0.854946181","1.266017427","1.769861609","0.330087135","1.2441483","0.528788655","0.917499158","0.139072848","0.195532607","0.164440453","0.193848917","0.16140981","S/C","0.308227635","0.979795712","0.213940959","0.178807947","0.128970704","Control","0.309911326","0.167134359","0.184195757","0.234145246","0.644516781","0.18778763","0.293186665","1.2269615","2.830732967","0.29830856","0.175440566","0.390952969","0.215063419","0.173307891","0.455494444","0.360669742","0.209787855","Memantine","1.517790998","c-SC-m","0.205746997","1.998428555","0.155011786","0.16084858","0.880906948","0.445412609","1.946458637","0.139072848"
"50810E_10","0.574923547","0.289602446","0.441743119","0.29617737","0.361314985","2.018042813","0.329204893","0.150764526","0.529204893","0.418501529","1.028134557","2.631957187","1.372171254","0.667889908","0.237614679","0.241284404","0.358256881","2.193272171","3.573394495","0.455504587","0.248318043","0.30382263","0.167584098","0.30351682","0.738379205","0.19266055","0.143577982","2.549541284","0.204740061","1.202446483","0.491896024","0.281804281","0.248012232","0.649082569","0.70351682","0.505657492","1.551529052","0.316666667","1.796024465","0.418960245","1.237877512","0.096257971","0.257730718","0.159306943","0.195403682","0.149199856","C/S","0.316087113","1.625195524","0.147034051","0.135362772","0.13476116","Ts65Dn","0.174587896","0.107568283","0.163518229","0.221633979","0.387558657","0.186981109","0.279268439","0.761400553","2.112501504","0.240672783","0.173865961","0.514859824","0.24220912","0.147154374","0.403681867","0.343119266","0.171940801","Saline","1.153892432","t-CS-s","0.132114066","1.197689809","0.146312116","0.160389845","0.931295873","0.331192661","2.101191192","0.096257971"
"3426_10","0.635636364","0.351818182","0.416909091","0.318545455","0.352363636","1.926545455","0.350727273","0.210727273","0.607818182","0.382181818","1.041636364","2.137454545","1.179818182","0.586545455","0.254","0.292909091","0.443454545","2.072","3.073636364","0.544","0.399090909","0.324181818","0.188","0.586545455","0.685272727","0.259636364","0.202727273","3.006363636","0.223454545","1.248727273","0.442727273","0.354545455","0.310363636","0.679090909","0.761818182","0.657636364","1.274","0.364545455","1.499090909","0.510545455","1.077384385","0.116134241","0.23988006","0.166416792","0.188444239","0.133663937","S/C","0.310575481","1.433514012","0.163648945","0.153038865","0.127782263","Ts65Dn","0.193057317","0.110252566","0.148425787","0.191212086","0.474109099","0.184061815","0.308614923","0.950640065","2.107138738","0.355818182","0.177257525","0.539614808","0.211278976","0.153154192","0.422788606","0.438909091","0.277476646","Saline","1.195479183","t-SC-s","0.192365356","1.504094107","0.11463499","0.187406297","0.948794833","0.489818182","2.496367201","0.116134241"
